year,topic_0_words
1981,"[('class', 0.0015155553), ('bhadra', 0.0013453242), ('school', 0.001237696), ('labour', 0.0012367334)]"
1981,"[('tourism', 0.0028946002), ('scheduled', 0.0021465614), ('steel', 0.002061448), ('commerce', 0.0019592184), ('banks', 0.0016054327)]"
1981,"[('nder', 0.0027804277), ('rom', 0.0026852807), ('ans', 0.0026406753), ('ers', 0.0020227828)]"
1981,"[('essential', 0.0040609697), ('strike', 0.0033194087), ('services', 0.0028721853), ('maintenance', 0.002703648), ('ram', 0.0026479668), ('workers', 0.0022078808), ('roy', 0.0020201602)]"
1981,"[('gold', 0.00411923), ('employees', 0.0024024458), ('labour', 0.0022780749), ('defence', 0.0017258612), ('scheduled', 0.0013608125), ('yogendra', 0.0013337989), ('cabinet', 0.0012741318)]"
1981,"[('accidents', 0.0023779261), ('housing', 0.0020471816), ('works', 0.0018754551), ('jyotirmoy', 0.0017380412), ('irrigation', 0.0015689483), ('ram', 0.0015480764), ('wheat', 0.0015152527), ('prices', 0.0015068983)]"
1981,"[('ram', 0.001988771), ('name', 0.0015061537), ('social', 0.0014397765), ('madhu', 0.0011751048)]"
1981,"[('energy', 0.002906969), ('fertilizers', 0.0028466135), ('export', 0.0025240597), ('chemicals', 0.0023544594), ('petroleum', 0.0022774048), ('company', 0.0017652586), ('import', 0.0016344554)]"
1981,"[('along', 0.0024276543), ('tourism', 0.0022791284), ('steel', 0.0020557332), ('auditors', 0.0019723412), ('bhadra', 0.0019514939), ('aviation', 0.0018271995), ('commerce', 0.0018121746)]"
1981,"[('labour', 0.0030278158), ('cement', 0.0020012064), ('defence', 0.0017926872), ('consideration', 0.0015127221), ('pakistan', 0.0014930007), ('kerala', 0.0012453843)]"
1981,"[('assam', 0.002680926), ('election', 0.0019657107), ('social', 0.0018453136), ('university', 0.0017071716), ('reforms', 0.0013896457), ('political', 0.0013025606)]"
1981,"[('steel', 0.0023626355), ('banks', 0.0021225312), ('tourism', 0.0020103303), ('duty', 0.0016870061), ('import', 0.0016825778)]"
1981,"[('sugar', 0.0038096444), ('housing', 0.0033145885), ('prices', 0.002730774), ('commodities', 0.0023608506), ('works', 0.002344207), ('nagar', 0.002212671), ('assam', 0.002073207), ('reconstruction', 0.0020266452)]"
1981,"[('chemicals', 0.0028281896), ('petroleum', 0.0025821482), ('post', 0.0023767373), ('energy', 0.0017684534), ('fertilizers', 0.0016543831), ('communications', 0.0015070536)]"
1981,"[('industries', 0.0023898548), ('university', 0.0018517183), ('cement', 0.0018441308), ('backward', 0.001717839), ('narayan', 0.0015385434), ('planning', 0.001436668)]"
1981,"[('social', 0.0015685272), ('workers', 0.0014732096), ('shipping', 0.0012061007), ('cement', 0.0011304583), ('company', 0.0010827655)]"
1981,"[('steel', 0.004419301), ('commerce', 0.0031281386), ('tourism', 0.0021080018), ('gandhi', 0.0016605635)]"
1981,"[('petroleum', 0.0030511012), ('chemicals', 0.0021740259), ('energy', 0.0019452627), ('fertilizers', 0.0019376748)]"
1981,"[('loan', 0.0065506487), ('imf', 0.003657111), ('conditions', 0.0030150262), ('import', 0.0027417212), ('international', 0.0025978799), ('economic', 0.0025057932), ('agrahayana', 0.0020705163), ('countries', 0.0020322544)]"
1981,"[('social', 0.0030688476), ('university', 0.002615699), ('transport', 0.002150382), ('mallikarjun', 0.001958694)]"
1981,"[('steel', 0.0044302666), ('banks', 0.0031240704), ('ister', 0.0025073874), ('jute', 0.002012119), ('plant', 0.0019374209), ('export', 0.0019015718), ('agrahayana', 0.0017426868), ('employees', 0.0016800169)]"
1981,"[('housing', 0.0035251933), ('works', 0.0030583525), ('sugar', 0.0016291179), ('irrigation', 0.0013968605)]"
1981,"[('chemicals', 0.0037112755), ('energy', 0.003570591), ('petroleum', 0.003321615), ('fertilizers', 0.003298027), ('communications', 0.0028269656), ('supply', 0.0024161467), ('equipment', 0.002376515), ('agrahayana', 0.0023236093)]"
1981,"[('jammu', 0.016973909), ('oraon', 0.01532354), ('mubarak', 0.013041979), ('death', 0.012112316), ('shah', 0.011833045), ('kashmir', 0.010982618), ('bihar', 0.010974339), ('assembly', 0.010686612), ('scheduled', 0.008494185)]"
1981,"[('labour', 0.0030525457), ('pakistan', 0.002908498), ('social', 0.0026057947), ('countries', 0.0024903154), ('mallikarjun', 0.0021883051), ('agrahayana', 0.0017642026)]"
1981,"[('steel', 0.0034655803), ('commerce', 0.0028162284), ('tourism', 0.0023312902), ('agrahayana', 0.0021757353), ('banks', 0.002137832), ('aviation', 0.0017671112)]"
1981,"[('election', 0.0031880825), ('housing', 0.0025437411), ('works', 0.0024938525), ('irrigation', 0.0019209704), ('reconstruction', 0.0017576837), ('agrahayana', 0.0016351751)]"
1981,"[('chemicals', 0.0027574068), ('communications', 0.0024791663), ('energy', 0.002396664), ('fertilizers', 0.0023893206), ('post', 0.002274554), ('petroleum', 0.0021783614), ('agrahayana', 0.00210812)]"
1981,"[('labour', 0.0022389945), ('cement', 0.0019369072), ('agrahayana', 0.0017770733), ('planning', 0.0016406637)]"
1981,"[('kerala', 0.004027994), ('social', 0.0038653652), ('police', 0.0016779789), ('university', 0.0015435446), ('mallikarjun', 0.0014645352), ('family', 0.0013552338)]"
1981,"[('steel', 0.003238612), ('commerce', 0.0030158155), ('tourism', 0.0024069399), ('sft', 0.00206912), ('export', 0.0018079155)]"
1981,"[('assam', 0.0032580793), ('housing', 0.0027048448), ('works', 0.0022879387), ('supply', 0.0017803885), ('reconstruction', 0.0016916632), ('irrigation', 0.0016714579), ('agrahayana', 0.0013791095)]"
1981,"[('university', 0.0069506974), ('muslim', 0.0055982056), ('aligarh', 0.0033285927), ('chemicals', 0.0023318664), ('pausa', 0.0022604112), ('energy', 0.0021453039), ('character', 0.0020333254)]"
1981,"[('works', 0.0028541246), ('housing', 0.0026103805), ('irrigation', 0.0022662051), ('reconstruction', 0.002121327), ('agrahayana', 0.0018937046), ('sugar', 0.0018397727), ('workers', 0.0015453927)]"
1981,"[('chemicals', 0.0029508753), ('unit', 0.0029016547), ('energy', 0.0027882857), ('fertilizers', 0.0025686643), ('petroleum', 0.002251952), ('capacity', 0.0019065124)]"
1981,"[('social', 0.0022114434), ('mallikarjun', 0.0017189797), ('children', 0.001251697)]"
1981,"[('workers', 0.004078581), ('labour', 0.0027315896), ('industries', 0.001914347), ('beedi', 0.0018863742), ('agrahayana', 0.0017556921), ('cess', 0.0015299158)]"
1981,"[('social', 0.0032996295), ('ays', 0.0023401105), ('parliam', 0.0016904776), ('credit', 0.0016525866), ('shipping', 0.0016193849), ('railw', 0.0015268421)]"
1981,"[('steel', 0.0033229582), ('commerce', 0.0030092406), ('banks', 0.0029961385), ('tourism', 0.0021200527), ('jute', 0.0020430381), ('plant', 0.0017973006)]"
1981,"[('sugar', 0.0040566325), ('irrigation', 0.0027993536), ('reconstruction', 0.0024116547), ('works', 0.002389846), ('housing', 0.0023294694), ('construction', 0.0019868952), ('agrahayana', 0.0019127944)]"
1982,"[('works', 0.0030056105), ('housing', 0.0028404652), ('irrigation', 0.0022881774), ('supply', 0.0019319211)]"
1982,"[('university', 0.002361979)]"
1982,"[('energy', 0.0030319532), ('chemicals', 0.0028610537), ('fertilizers', 0.0027236983), ('capacity', 0.0016199329), ('petroleum', 0.0016186889)]"
1982,"[('steel', 0.002781102), ('labour', 0.0017400535), ('cement', 0.0015437163), ('planning', 0.0012983955)]"
1982,"[('sugar', 0.004572632), ('family', 0.0018432402), ('medical', 0.0017697677), ('transport', 0.0016102967)]"
1982,"[('tourism', 0.0029709004), ('banks', 0.002626221), ('service', 0.002355203), ('export', 0.0023107599), ('calcutta', 0.0022826113), ('air', 0.0021776252), ('commerce', 0.0020090763)]"
1982,"[('banks', 0.0023098346), ('works', 0.0015831421)]"
1982,"[('labour', 0.0044008223), ('steel', 0.003062558), ('workers', 0.0021593855), ('cement', 0.001814788)]"
1982,"[('works', 0.002932162), ('housing', 0.0028253172), ('agricultural', 0.001809797), ('irrigation', 0.0017135232)]"
1982,"[('energy', 0.00213865), ('petroleum', 0.0020771367), ('chemicals', 0.0018776848), ('telephone', 0.0016401246)]"
1982,"[('shipping', 0.001954061), ('prices', 0.0017863464), ('transport', 0.0017787288), ('family', 0.0017527846), ('cotton', 0.0017128342), ('university', 0.0014326883), ('centres', 0.0013114004)]"
1982,"[('import', 0.004326658), ('export', 0.0032169314), ('commerce', 0.002512639), ('banks', 0.001995749), ('aviation', 0.0018567065), ('bonded', 0.0016187759)]"
1982,"[('housing', 0.0020511143), ('works', 0.0019445448), ('agricultural', 0.0018119619)]"
1982,"[('housing', 0.0025686005), ('works', 0.0023836829), ('irrigation', 0.0020781357), ('agricultural', 0.0018267875)]"
1982,"[('overnm', 0.003168553), ('steel', 0.002474094), ('com', 0.0022475468)]"
1982,"[('failure', 0.002734089), ('prices', 0.0024466421)]"
1982,"[('lal', 0.0025873792), ('ram', 0.0020358604)]"
1982,"[('defence', 0.006183609), ('pakistan', 0.0019856307), ('forces', 0.0014759927), ('army', 0.0014413425), ('transport', 0.0012971646)]"
1982,"[('workers', 0.0023956238), ('banks', 0.0020856543), ('export', 0.0017183513), ('countries', 0.001588909), ('mills', 0.0015157901), ('commerce', 0.0015039025)]"
1982,"[('defence', 0.0024767169), ('banks', 0.0021743628), ('commerce', 0.0017980739)]"
1982,"[('duty', 0.0031008986), ('excise', 0.0026754818), ('prices', 0.0026186977), ('situation', 0.001755899)]"
1982,"[('port', 0.0032953215), ('labour', 0.0022000398), ('ocean', 0.002071588)]"
1982,"[('housing', 0.0031087385), ('works', 0.002946581), ('irrigation', 0.0021132948), ('population', 0.0015466663), ('supply', 0.0015084334)]"
1982,"[('pension', 0.0020346628), ('social', 0.0015860567), ('family', 0.0013128415)]"
1982,"[('countries', 0.0024240098), ('pakistan', 0.0022810951), ('petroleum', 0.0019640604), ('fertilizers', 0.0018881485), ('drug', 0.0016333734), ('chemicals', 0.0014916677), ('world', 0.0014466706)]"
1982,"[('steel', 0.002177367), ('cement', 0.002093847), ('world', 0.0018743982), ('scheduled', 0.0015382883), ('labour', 0.0013253918), ('industries', 0.0013179539)]"
1982,"[('shipping', 0.0023494672)]"
1982,"[('irrigation', 0.0026757391), ('works', 0.0023779834), ('housing', 0.0021921303), ('dsg', 0.0017997111), ('supply', 0.0014522158)]"
1982,"[('assam', 0.0038592273), ('culture', 0.0019245106), ('ser', 0.0017093815), ('transport', 0.0015502925), ('ram', 0.0014342924)]"
1982,"[('banks', 0.0033555396), ('jute', 0.0023007395), ('prices', 0.0020164244), ('commerce', 0.0017751154)]"
1982,"[('ppp', 0.004236149), ('tjt', 0.0035656453), ('bpj', 0.003137027), ('worv', 0.0026014228), ('fsdhp', 0.0025631697), ('ypfp', 0.0025286928), ('opw', 0.0025275196), ('jkp', 0.0024732198), ('dgi', 0.0024222967)]"
1982,"[('scheduled', 0.0019967414), ('family', 0.0017474825), ('transport', 0.0017400174), ('shipping', 0.0015293022), ('asadha', 0.0014576599), ('castes', 0.0014266965), ('ram', 0.0014241086)]"
1982,"[('commerce', 0.0022153642), ('export', 0.0020016609), ('tourism', 0.00192135)]"
1982,"[('housing', 0.0031909163), ('labour', 0.0030960555), ('works', 0.0027692579), ('irrigation', 0.0025599753), ('workers', 0.0019027969), ('supply', 0.0018527308)]"
1982,"[('fertilizers', 0.0039830194), ('energy', 0.0031590655), ('petroleum', 0.0025629965), ('chemicals', 0.002555504), ('capacity', 0.0020756077)]"
1982,"[('backward', 0.004678985), ('classes', 0.0029915255), ('scheduled', 0.0019206402), ('caste', 0.0015022651)]"
1982,"[('wheat', 0.0025002353), ('asadha', 0.0023047745), ('gas', 0.0020496764), ('energy', 0.0020441753), ('works', 0.001975098), ('tax', 0.0019258496)]"
1982,"[('labour', 0.0030850724), ('steel', 0.0025361278), ('ram', 0.0025187102), ('jute', 0.0022184863), ('eyes', 0.0021726824)]"
1982,"[('asadha', 0.0021882402), ('rape', 0.0018821501), ('family', 0.0014611377)]"
1982,"[('resolution', 0.0022923246), ('aviation', 0.0022000703), ('banks', 0.00184221), ('air', 0.0016829342), ('export', 0.0015551355), ('tourism', 0.0015200413), ('asadha', 0.0014387233), ('commerce', 0.0014381934)]"
1982,"[('council', 0.0034975826), ('confidence', 0.0029071786), ('bahuguna', 0.0023266883), ('gandhi', 0.0021602768)]"
1982,"[('works', 0.0038617363), ('housing', 0.0030208519), ('supply', 0.002463429), ('sugar', 0.00206169)]"
1982,"[('capacity', 0.002610282), ('energy', 0.0025001608), ('asadha', 0.0022408203), ('companies', 0.002133726), ('petroleum', 0.002049315), ('houses', 0.0017817698)]"
1982,"[('steel', 0.0034951465), ('asadha', 0.0018408395), ('industries', 0.001769886), ('employment', 0.0016101964), ('metro', 0.0015917688)]"
1982,"[('shipping', 0.0023049735), ('lebanon', 0.0022433803), ('asadha', 0.0021571678), ('united', 0.0015884744), ('family', 0.001498639)]"
1982,"[('works', 0.0026014561), ('housing', 0.0025360188), ('irrigation', 0.0017980612), ('employees', 0.0016478351)]"
1982,"[('energy', 0.0032702032), ('petroleum', 0.0025679949), ('chemicals', 0.002517526), ('duty', 0.0021619506), ('estate', 0.0017396131), ('fertilizers', 0.0016527933), ('tax', 0.0015473382)]"
1982,"[('labour', 0.0022002892), ('steel', 0.0018737467)]"
1982,"[('banks', 0.0025397495), ('region', 0.0021236592), ('export', 0.0019558552), ('tea', 0.0018667299), ('tourism', 0.0015897333), ('commerce', 0.0015865661), ('aviation', 0.0015343738), ('defence', 0.0013408673)]"
1982,"[('steel', 0.004511299), ('planning', 0.0036274248), ('cement', 0.0020459087), ('datt', 0.0020150433)]"
1982,"[('irrigation', 0.0029338552), ('housing', 0.0025646342), ('works', 0.0024127802), ('flood', 0.0018051906), ('supply', 0.001793855), ('floods', 0.0015749221), ('rules', 0.001514094)]"
1982,"[('export', 0.0026748292), ('commerce', 0.0025776182), ('banks', 0.002338703), ('tourism', 0.0016305627), ('world', 0.00157934)]"
1982,"[('housing', 0.0018511494), ('world', 0.0017395085), ('wheat', 0.0016924166), ('drugs', 0.0015633983), ('research', 0.0015622238), ('asvina', 0.0015067171), ('irrigation', 0.0014862487)]"
1982,"[('energy', 0.0030321765), ('asvina', 0.0018496058), ('imf', 0.0015713461), ('labour', 0.0015698068), ('telephone', 0.0011233963)]"
1982,"[('sugar', 0.007130398), ('rubber', 0.0042419233), ('mills', 0.0022225673), ('cess', 0.00198957), ('growers', 0.0019844342), ('amdt', 0.0018803887)]"
1982,"[('works', 0.002694047), ('assam', 0.0021059143), ('research', 0.0018945697)]"
1982,"[('energy', 0.0035306176), ('labour', 0.0021920784), ('asvina', 0.0017438042), ('communications', 0.0016530135)]"
1982,"[('family', 0.0017958732), ('asvina', 0.0016587117), ('export', 0.0016452288)]"
1983,"[('energy', 0.0029498427), ('con', 0.001706274), ('labour', 0.0015816394), ('tate', 0.0014786202)]"
1983,"[('steel', 0.003393824), ('employees', 0.002359112), ('cement', 0.0013206627)]"
1983,"[('sugar', 0.0028867323), ('tax', 0.002114889), ('works', 0.0015436609), ('pranab', 0.0013906253), ('expenditure', 0.0013044726)]"
1983,"[('rly', 0.0020078449), ('hav', 0.0014992306), ('port', 0.0014654428)]"
1983,"[('energy', 0.0022593488), ('tate', 0.0017238661)]"
1983,"[('punjab', 0.0019457153), ('export', 0.0014963633), ('try', 0.0014567043)]"
1983,"[('defence', 0.0033442492), ('ing', 0.0019043122)]"
1983,"[('labour', 0.005040346), ('agricultural', 0.002132743)]"
1983,"[('energy', 0.004348022)]"
1983,"[('assam', 0.0035576546), ('university', 0.0019318957), ('situation', 0.0018246988)]"
1983,"[('commerce', 0.0022743782), ('export', 0.0017122499), ('ram', 0.0016901467), ('banks', 0.0016127654)]"
1983,"[('art', 0.0017864252)]"
1983,"[('housing', 0.002405008), ('works', 0.0020870257)]"
1983,"[('energy', 0.0016994966), ('companies', 0.0015313003), ('company', 0.0013017379), ('telephone', 0.0012698129)]"
1983,"[('works', 0.002273295), ('wheat', 0.0019163882), ('housing', 0.0018788115)]"
1983,"[('labour', 0.0013942042)]"
1983,"[('irrigation', 0.004085619)]"
1983,"[('assam', 0.0024346057), ('works', 0.002091798), ('housing', 0.00168697), ('con', 0.0015516516)]"
1983,"[('labour', 0.0022210067), ('energy', 0.002136457), ('con', 0.0015464503), ('company', 0.0015206087)]"
1983,"[('banks', 0.0017714254), ('mills', 0.0017653591), ('export', 0.0017144993), ('ing', 0.0016470543)]"
1983,"[('tate', 0.0022943872), ('con', 0.0020459122), ('ing', 0.0019404464)]"
1983,"[('tate', 0.0023891556), ('con', 0.0019455408)]"
1983,"[('ram', 0.004181893)]"
1983,"[('mukherjee', 0.0026235832), ('export', 0.002565451), ('pranab', 0.0021207994), ('countries', 0.0018626659), ('commerce', 0.0017649182), ('tourism', 0.0016928549), ('import', 0.0016345554)]"
1983,"[('housing', 0.0015571036)]"
1983,"[('rlys', 0.0063292147), ('con', 0.0043001743), ('dsg', 0.003030697), ('trains', 0.0030122516), ('failure', 0.002931097)]"
1983,"[('energy', 0.004364575), ('labour', 0.0025298905)]"
1983,"[('industries', 0.007253254), ('steel', 0.0044968417), ('tribal', 0.0019663477), ('backward', 0.0018667869), ('districts', 0.0017878539)]"
1983,"[('assam', 0.0042571337), ('sports', 0.0029283809), ('housing', 0.0027844866), ('election', 0.0020330674), ('works', 0.0019576924)]"
1983,"[('housing', 0.0017469696), ('works', 0.0016788801), ('supplies', 0.0014202652), ('irrigation', 0.0013851932)]"
1983,"[('energy', 0.0033596822)]"
1983,"[('countries', 0.002852805), ('nonaligned', 0.0027258596), ('world', 0.0022934736), ('conference', 0.0022782942), ('energy', 0.0021350626)]"
1983,"[('export', 0.0030931695), ('commerce', 0.0026159429), ('trade', 0.001675481), ('promotion', 0.0015831302)]"
1983,"[('steel', 0.0018785736), ('plant', 0.0015736601), ('planning', 0.0015193649), ('plea', 0.0014130519)]"
1983,"[('world', 0.0023678825), ('countries', 0.0022939194), ('economic', 0.001839061), ('cement', 0.0017833872), ('steel', 0.0017199174)]"
1983,"[('transport', 0.0015611099), ('shipping', 0.0014181363)]"
1983,"[('countries', 0.0017041031), ('family', 0.0014443944), ('social', 0.0012115737)]"
1983,"[('export', 0.0034948124), ('tourism', 0.0017449206), ('ram', 0.0016190876)]"
1983,"[('banks', 0.0058580306), ('export', 0.0039655985), ('commerce', 0.003324098), ('tourism', 0.0019820773), ('interest', 0.001971669), ('credit', 0.001874945), ('import', 0.0017594867)]"
1983,"[('energy', 0.0031546145), ('export', 0.0022271848), ('import', 0.0020300574)]"
1983,"[('industries', 0.001913609), ('steel', 0.0016968044)]"
